gene,I24C,I24N,I27C,I27N,I29C,I29N
ENSG00000226084,446,447,286,260,245,849
ENSG00000226085,48,77,54,128,26,105
ENSG00000226086,0,3,2,3,0,1
ENSG00000226087,0,14,2,14,0,34
ENSG00000226088,0,1,6,0,0,0
ENSG00000226089,0,4,0,1,0,2
ENSG00000226091,2,13,7,4,6,17
ENSG00000226092,0,0,0,0,0,0
ENSG00000226093,0,0,0,0,0,0
ENSG00000226094,0,0,0,0,0,0
ENSG00000226096,0,0,0,0,0,0
ENSG00000226097,0,0,0,1,0,0
ENSG00000226098,1,2,2,2,0,3
ENSG00000226101,0,0,0,0,0,0
ENSG00000226102,3,1,0,0,4,1
ENSG00000226107,0,0,0,0,0,1
ENSG00000226108,0,0,0,0,0,0
ENSG00000226110,0,0,0,0,0,0
ENSG00000226112,0,0,0,0,0,0
ENSG00000226113,0,0,0,0,0,0
ENSG00000226114,0,0,0,0,0,0
ENSG00000226115,0,0,0,0,0,0
ENSG00000226116,0,0,0,0,0,0
ENSG00000226117,0,0,0,0,0,0
ENSG00000226118,0,0,0,0,0,0
ENSG00000226119,0,0,0,0,0,0
ENSG00000226121,83,59,25,48,70,11
ENSG00000226122,0,0,0,0,0,0
ENSG00000226124,48,22,40,35,49,16
ENSG00000226125,2,5,1,1,0,0
ENSG00000226126,0,0,0,0,0,0
ENSG00000226128,0,0,0,0,0,0
ENSG00000226130,0,0,0,0,0,0
ENSG00000226131,0,0,0,0,0,1
ENSG00000226132,0,0,0,0,0,0
ENSG00000226133,0,0,1,0,1,0
ENSG00000226134,0,0,0,0,0,0
ENSG00000226137,210,472,352,333,314,75
ENSG00000226138,0,1,0,0,0,0
ENSG00000226140,0,0,0,0,0,0
ENSG00000226141,0,0,0,0,0,0
ENSG00000226142,0,0,0,0,0,0
ENSG00000226143,0,0,0,0,0,0
ENSG00000226144,1,0,0,0,0,0
ENSG00000226145,0,0,0,0,0,0
ENSG00000226147,6,13,0,0,0,0
ENSG00000226148,0,0,0,0,0,0
ENSG00000226149,1,0,2,0,2,0
ENSG00000226153,0,0,0,0,0,0
ENSG00000226155,0,0,1,0,0,0
ENSG00000226156,0,0,0,0,0,0
ENSG00000226157,0,0,0,0,0,0
ENSG00000226158,1,0,0,0,0,0
ENSG00000226159,0,0,0,0,0,0
ENSG00000226160,0,0,0,0,0,0
ENSG00000226161,0,0,1,0,1,1
ENSG00000226163,0,0,0,0,0,0
ENSG00000226164,0,0,0,0,0,0
ENSG00000226166,0,0,0,0,0,0
ENSG00000226167,0,0,2,0,0,1
ENSG00000226168,0,0,0,0,0,0
ENSG00000226169,0,0,0,0,0,0
ENSG00000226172,0,0,0,0,0,0
ENSG00000226174,5,0,2,6,4,0
ENSG00000226179,9,2,5,1,5,1
ENSG00000226180,11,3,0,1,8,0
ENSG00000226181,0,0,0,0,0,0
ENSG00000226183,0,0,0,0,0,0
ENSG00000226185,0,0,0,0,0,0
ENSG00000226186,0,0,0,0,0,0
ENSG00000226188,0,0,0,0,0,0
ENSG00000226191,0,0,0,0,0,0
ENSG00000226193,0,0,0,0,0,0
ENSG00000226194,15,0,2,0,1,0
ENSG00000226196,0,0,0,0,0,0
ENSG00000226197,5,1,4,1,3,0
ENSG00000226199,0,0,0,0,0,0
ENSG00000226200,71,131,58,65,107,71
ENSG00000226203,0,0,0,0,0,0
ENSG00000226204,0,0,0,0,0,0
ENSG00000226205,0,0,0,0,0,0
ENSG00000226206,0,0,0,0,0,0
ENSG00000226207,0,0,0,0,0,0
ENSG00000226208,0,0,0,0,0,0
ENSG00000226209,0,0,0,0,0,0
ENSG00000226210,486,505,868,340,450,173
ENSG00000226211,0,0,0,0,0,0
ENSG00000226212,0,0,0,0,0,0
ENSG00000226213,0,0,0,0,0,0
ENSG00000226216,0,0,0,0,0,0
ENSG00000226217,0,0,0,0,0,0
ENSG00000226218,0,0,0,0,0,0
ENSG00000226220,0,0,0,0,0,0
ENSG00000226221,544,537,772,469,338,1274
ENSG00000226222,0,0,0,0,0,0
ENSG00000226223,0,0,0,0,0,0
ENSG00000226226,0,0,0,0,0,0
ENSG00000226229,0,0,0,0,0,0
ENSG00000226230,0,0,0,0,0,0
ENSG00000226232,34,127,86,43,453,40
ENSG00000226233,0,0,0,0,0,0
ENSG00000226234,0,0,0,0,0,1
ENSG00000226235,0,1,0,0,0,0
ENSG00000226237,6,1,3,1,1,0
ENSG00000226238,0,0,0,0,0,0
ENSG00000226239,0,0,1,0,2,0
ENSG00000226240,3,2,0,1,4,0
ENSG00000226241,0,0,1,0,0,0
ENSG00000226242,0,0,0,0,0,0
ENSG00000226243,3,3,3,1,1,8
ENSG00000226245,0,0,0,0,1,0
ENSG00000226246,1,1,0,1,1,0
ENSG00000226247,0,0,0,0,0,0
ENSG00000226249,0,0,0,0,0,0
ENSG00000226250,0,0,0,0,0,0
ENSG00000226251,0,1,1,0,0,0
ENSG00000226252,0,0,0,0,0,0
ENSG00000226253,1,0,0,0,1,0
ENSG00000226254,0,0,0,0,0,0
ENSG00000226255,0,0,1,0,0,0
ENSG00000226258,0,0,0,0,0,0
ENSG00000226259,103,133,200,353,128,134
ENSG00000226261,0,0,0,0,1,0
ENSG00000226262,0,0,0,0,1,0
ENSG00000226263,3,0,0,0,0,0
ENSG00000226266,11,9,4,11,13,23
ENSG00000226268,41,48,38,65,44,32
ENSG00000226270,0,0,0,0,0,0
ENSG00000226272,0,0,0,0,2,0
ENSG00000226273,0,0,0,0,0,0
ENSG00000226276,3,1,0,1,1,0
ENSG00000226277,0,0,0,0,0,0
ENSG00000226278,12,0,1,2,1,0
ENSG00000226279,1,1,0,1,4,0
ENSG00000226280,0,0,0,0,0,0
ENSG00000226281,1,1,1,3,6,7
ENSG00000226284,5,34,13,8,11,28
ENSG00000226285,0,0,0,0,0,0
ENSG00000226286,0,0,0,0,0,0
ENSG00000226287,56,21,49,38,65,118
ENSG00000226288,0,0,1,0,0,0
ENSG00000226289,0,0,0,0,0,0
ENSG00000226291,0,0,0,0,0,0
ENSG00000226292,0,0,0,0,0,1
ENSG00000226296,0,0,0,0,0,0
ENSG00000226297,0,0,0,0,0,0
ENSG00000226298,0,0,0,0,0,0
ENSG00000226299,0,0,0,0,0,0
ENSG00000226301,0,0,0,0,0,0
ENSG00000226302,0,0,0,0,0,0
ENSG00000226304,0,0,0,0,0,0
ENSG00000226306,0,140,55,117,36,31
ENSG00000226307,0,0,0,0,0,0
ENSG00000226308,0,0,0,0,5,0
ENSG00000226309,0,0,0,0,0,0
ENSG00000226310,9,5,2,0,5,2
ENSG00000226312,0,13,1,3,2,0
ENSG00000226313,0,0,0,0,0,0
ENSG00000226314,0,11,7,7,25,6
ENSG00000226317,0,0,0,0,0,0
ENSG00000226318,2,0,0,0,2,0
ENSG00000226320,0,0,1,0,1,0
ENSG00000226321,1,0,0,0,1,0
ENSG00000226323,0,0,0,0,0,0
ENSG00000226324,0,0,0,0,0,0
ENSG00000226327,0,0,0,1,1,2
ENSG00000226328,122,74,138,43,98,65
ENSG00000226329,0,0,0,0,0,0
ENSG00000226330,1,0,1,0,0,0
ENSG00000226331,0,0,0,0,0,0
ENSG00000226332,14,1,3,0,1,0
ENSG00000226334,0,0,0,1,0,0
ENSG00000226336,0,0,0,0,0,0
ENSG00000226337,0,0,2,0,0,0
ENSG00000226338,0,0,0,0,0,0
ENSG00000226339,0,0,0,0,0,0
ENSG00000226340,0,0,0,0,0,0
ENSG00000226341,0,0,0,0,0,0
ENSG00000226342,1,1,0,1,1,1
ENSG00000226344,0,0,0,0,0,0
ENSG00000226345,0,0,0,0,0,0
ENSG00000226348,0,0,0,0,0,0
ENSG00000226349,0,0,0,0,0,0
ENSG00000226352,0,0,1,0,0,0
ENSG00000226353,0,0,0,0,0,0
ENSG00000226355,0,0,0,0,0,0
ENSG00000226356,0,0,0,0,0,0
ENSG00000226358,0,0,0,0,0,0
ENSG00000226359,0,0,0,0,4,0
ENSG00000226360,167,148,187,106,118,330
ENSG00000226361,1,0,2,1,3,0
ENSG00000226362,0,0,0,0,0,0
ENSG00000226363,10,16,22,23,4,22
ENSG00000226364,0,0,0,0,0,0
ENSG00000226366,0,0,0,0,0,0
ENSG00000226367,0,0,1,0,0,1
ENSG00000226369,0,0,0,0,0,0
ENSG00000226370,0,0,0,0,0,0
ENSG00000226372,0,0,0,1,0,0
ENSG00000226374,0,0,0,0,0,0
ENSG00000226375,0,0,0,0,0,0
ENSG00000226376,0,0,0,0,0,0
ENSG00000226377,8,5,3,7,10,19
ENSG00000226380,35,36,12,18,5,18
ENSG00000226383,42,6,5,19,53,16
ENSG00000226386,0,1,0,0,1,2
ENSG00000226387,0,0,0,0,0,0
ENSG00000226388,0,0,0,0,0,0
ENSG00000226389,0,0,0,0,0,0
ENSG00000226390,0,0,0,0,0,0
ENSG00000226392,0,0,0,0,0,0
ENSG00000226393,0,0,0,0,0,0
ENSG00000226394,0,0,0,0,0,0
ENSG00000226395,0,0,0,0,0,0
ENSG00000226396,13,11,16,3,102,307
ENSG00000226397,1,7,0,2,1,0
ENSG00000226398,0,0,0,0,0,0
ENSG00000226400,0,0,0,0,0,0
ENSG00000226401,0,0,0,0,0,0
ENSG00000226403,8,0,5,0,0,0
ENSG00000226405,0,0,0,0,0,0
ENSG00000226406,0,0,0,0,0,0
ENSG00000226407,0,0,0,0,0,0
ENSG00000226409,0,1,0,0,0,0
ENSG00000226410,0,0,0,0,0,0
ENSG00000226411,0,0,0,0,0,0
ENSG00000226412,0,0,0,0,0,0
ENSG00000226413,0,0,0,0,0,0
ENSG00000226414,0,0,0,0,0,0
ENSG00000226415,196,240,210,207,195,507
ENSG00000226416,54,0,9,0,1,0
ENSG00000226419,62,14,64,26,10,9
ENSG00000226420,0,0,0,0,0,0
ENSG00000226421,43,10,2,1,7,7
ENSG00000226423,0,0,0,0,0,0
ENSG00000226425,0,0,0,1,0,0
ENSG00000226426,0,0,0,0,0,0
ENSG00000226427,0,0,0,0,0,0
ENSG00000226428,0,0,0,0,0,0
ENSG00000226429,0,0,0,0,0,0
ENSG00000226430,0,0,0,0,0,0
ENSG00000226431,0,2,0,3,0,0
ENSG00000226432,9,16,2,5,8,11
ENSG00000226433,0,0,1,0,0,0
ENSG00000226435,0,0,0,0,0,0
ENSG00000226436,0,0,0,0,0,0
ENSG00000226438,0,0,0,0,0,0
ENSG00000226439,0,0,3,1,0,3
ENSG00000226440,0,0,0,0,0,0
ENSG00000226441,0,0,0,0,0,0
ENSG00000226442,0,0,0,0,0,0
ENSG00000226443,2,1,0,0,2,0
ENSG00000226444,0,0,0,0,0,0
ENSG00000226445,2,8,7,6,2,0
ENSG00000226446,0,0,0,0,0,0
ENSG00000226447,0,0,0,0,0,0
ENSG00000226448,0,0,0,0,0,0
ENSG00000226449,0,0,0,0,0,0
ENSG00000226450,3,2,4,2,5,2
ENSG00000226453,112,41,26,20,17,24
ENSG00000226454,0,0,0,0,0,0
ENSG00000226455,0,0,0,0,0,0
ENSG00000226457,1,0,0,2,0,0
ENSG00000226461,0,0,0,0,0,0
ENSG00000226465,24,2,46,5,13,2
ENSG00000226466,1,0,0,0,0,0
ENSG00000226468,28,0,0,0,2,0
ENSG00000226469,0,0,0,0,0,0
ENSG00000226470,0,0,0,0,0,0
ENSG00000226471,1,11,11,6,16,17
ENSG00000226472,1,1,0,0,4,0
ENSG00000226473,0,0,0,0,0,0
ENSG00000226474,0,0,0,0,0,0
ENSG00000226476,129,34,121,8,237,5
ENSG00000226477,0,0,0,0,0,0
ENSG00000226478,24,12,12,15,14,11
ENSG00000226479,588,171,162,166,364,71
ENSG00000226480,0,0,0,0,0,0
ENSG00000226481,0,0,0,0,0,0
ENSG00000226482,0,0,0,0,0,0
ENSG00000226483,0,0,0,0,0,0
ENSG00000226484,0,0,0,0,0,0
ENSG00000226485,0,0,0,0,0,0
ENSG00000226486,0,0,0,0,0,0
ENSG00000226487,0,0,0,0,0,0
ENSG00000226488,0,0,0,0,0,0
ENSG00000226489,0,0,0,0,0,0
ENSG00000226490,0,0,0,0,0,0
ENSG00000226491,1,0,0,1,0,0
ENSG00000226493,2,1,0,0,3,0
ENSG00000226496,0,0,4,0,25,0
ENSG00000226497,0,0,0,0,0,0
ENSG00000226498,0,0,0,0,0,0
ENSG00000226499,0,0,0,0,0,0
ENSG00000226500,0,0,0,0,0,0
ENSG00000226501,0,0,0,0,0,0
ENSG00000226502,0,0,0,0,0,0
ENSG00000226504,0,0,0,0,0,0
ENSG00000226506,0,0,0,0,0,0
ENSG00000226507,0,0,0,0,0,0
ENSG00000226508,0,2,0,0,2,1
ENSG00000226509,0,0,0,0,0,0
ENSG00000226510,0,0,0,0,0,0
ENSG00000226515,0,0,0,0,0,0
ENSG00000226516,0,0,0,0,0,0
ENSG00000226519,0,2,0,2,0,4
ENSG00000226520,0,0,0,1,0,0
ENSG00000226521,0,0,1,2,0,0
ENSG00000226522,0,0,0,0,0,0
ENSG00000226523,0,0,0,0,0,0
ENSG00000226525,124,109,147,94,109,223
ENSG00000226526,1,0,0,0,0,0
ENSG00000226527,1,0,0,0,0,0
ENSG00000226529,0,0,0,0,0,0
ENSG00000226530,1,0,0,0,0,0
ENSG00000226532,0,0,0,0,0,0
ENSG00000226533,0,0,0,0,0,0
ENSG00000226534,0,0,0,0,0,0
ENSG00000226535,1,0,1,0,0,0
ENSG00000226536,0,0,0,0,0,0
ENSG00000226537,0,0,0,0,0,0
ENSG00000226539,0,0,1,0,0,0
ENSG00000226540,0,0,0,0,0,1
ENSG00000226541,0,0,0,0,0,0
ENSG00000226542,0,0,0,0,0,0
ENSG00000226543,0,0,0,2,0,0
ENSG00000226544,6,1,1,0,1,4
ENSG00000226545,0,0,0,0,0,0
ENSG00000226547,0,0,0,0,0,0
ENSG00000226548,0,0,0,1,0,0
ENSG00000226549,6,0,3,0,3,1
ENSG00000226552,0,0,0,0,0,0
ENSG00000226553,1,0,0,0,0,1
ENSG00000226554,0,0,0,0,0,0
ENSG00000226555,0,0,0,0,0,0
ENSG00000226556,0,0,0,0,1,0
ENSG00000226557,0,0,0,0,0,0
ENSG00000226558,0,0,0,0,0,0
ENSG00000226562,1,0,0,0,0,0
ENSG00000226564,96,286,153,138,105,184
ENSG00000226565,0,0,0,0,0,0
ENSG00000226566,0,0,0,0,0,0
ENSG00000226567,0,0,0,0,0,0
ENSG00000226570,0,0,0,0,0,0
ENSG00000226571,0,13,0,3,1,1
ENSG00000226572,0,0,0,0,0,0
ENSG00000226573,0,0,0,0,0,0
ENSG00000226576,0,0,0,0,0,0
ENSG00000226577,0,0,0,0,1,0
ENSG00000226578,5,0,3,0,1,0
ENSG00000226579,0,0,0,0,0,0
ENSG00000226580,1,1,0,1,2,2
ENSG00000226581,0,0,0,1,0,0
ENSG00000226582,0,0,0,0,0,0
ENSG00000226587,0,0,0,0,0,0
ENSG00000226590,0,0,0,0,0,0
ENSG00000226592,0,0,0,0,0,0
ENSG00000226594,0,0,0,0,0,0
ENSG00000226595,0,0,0,0,0,0
ENSG00000226597,0,0,0,0,0,0
ENSG00000226599,0,0,0,0,0,0
ENSG00000226600,0,0,0,0,0,0
ENSG00000226601,0,0,0,0,0,0
ENSG00000226604,0,0,1,0,0,0
ENSG00000226605,0,0,0,0,0,0
ENSG00000226608,232,243,237,276,174,435
ENSG00000226609,1,0,1,0,0,0
ENSG00000226611,0,0,0,0,0,0
ENSG00000226616,0,0,0,0,0,0
ENSG00000226617,0,0,0,0,0,0
ENSG00000226619,0,0,0,0,0,0
ENSG00000226620,0,0,0,0,0,0
ENSG00000226621,0,0,0,0,0,0
ENSG00000226622,0,0,0,0,0,0
ENSG00000226624,0,2,2,0,0,0
ENSG00000226625,0,0,0,0,0,0
ENSG00000226626,0,0,0,0,0,0
ENSG00000226627,0,1,0,0,2,0
ENSG00000226629,0,59,17,41,1,36
ENSG00000226631,0,0,0,0,0,0
ENSG00000226632,0,0,0,0,0,0
ENSG00000226633,0,0,0,0,0,0
ENSG00000226636,0,0,0,0,0,0
ENSG00000226640,0,0,0,0,0,0
ENSG00000226641,0,0,0,0,1,0
ENSG00000226642,0,0,0,0,0,0
ENSG00000226643,0,0,0,0,0,0
ENSG00000226644,10,2,5,1,2,12
ENSG00000226645,0,0,0,0,0,0
ENSG00000226646,0,0,1,0,0,2
ENSG00000226647,0,0,0,0,0,0
ENSG00000226648,1,1,2,0,3,0
ENSG00000226649,0,0,0,0,0,0
ENSG00000226650,6,4,0,0,3,0
ENSG00000226652,4,23,11,7,5,5
ENSG00000226653,0,0,0,0,0,0
ENSG00000226655,0,0,0,0,0,0
ENSG00000226658,0,0,0,0,0,0
ENSG00000226659,2,0,1,2,0,1
ENSG00000226660,0,15,4,11,4,26
ENSG00000226661,0,0,0,0,0,0
ENSG00000226662,0,0,0,0,0,0
ENSG00000226663,0,0,0,0,0,0
ENSG00000226664,0,0,0,1,0,0
ENSG00000226665,0,0,0,0,0,0
ENSG00000226666,16,9,10,15,7,11
ENSG00000226668,0,0,0,0,0,0
ENSG00000226669,0,0,0,0,0,0
ENSG00000226670,0,0,0,0,0,0
ENSG00000226671,0,0,0,0,0,0
ENSG00000226673,0,0,1,0,0,0
ENSG00000226674,10,0,2,1,5,2
ENSG00000226676,1,0,0,0,0,0
ENSG00000226677,10,3,14,3,3,12
ENSG00000226679,0,0,0,0,0,0
ENSG00000226680,0,0,0,0,0,0
ENSG00000226681,0,0,0,0,0,0
ENSG00000226683,0,0,0,0,0,0
ENSG00000226685,0,0,0,0,0,0
ENSG00000226686,2,0,3,0,1,2
ENSG00000226688,78,50,47,36,48,23
ENSG00000226690,11,3,3,18,3,2
ENSG00000226693,0,0,0,0,0,0
ENSG00000226694,0,0,0,0,0,0
ENSG00000226695,0,0,0,0,0,0
ENSG00000226696,29,18,21,8,72,1
ENSG00000226698,0,0,0,0,0,0
ENSG00000226699,0,0,0,0,0,0
ENSG00000226700,0,0,0,0,0,0
ENSG00000226701,0,0,0,0,1,0
ENSG00000226702,0,0,0,0,0,0
ENSG00000226703,0,0,0,0,0,0
ENSG00000226705,0,0,0,0,0,0
ENSG00000226706,0,0,0,0,0,0
ENSG00000226707,0,0,0,0,0,0
ENSG00000226708,0,0,0,0,0,0
ENSG00000226709,0,0,0,0,0,0
ENSG00000226711,16,5,14,1,7,0
ENSG00000226715,1,0,4,0,3,8
ENSG00000226716,0,0,0,0,0,0
ENSG00000226717,0,0,0,0,0,0
ENSG00000226718,0,0,0,0,0,0
ENSG00000226721,8,2,0,4,6,1
ENSG00000226722,0,0,0,0,0,0
ENSG00000226723,12,1,5,6,4,2
ENSG00000226724,0,0,0,0,0,0
ENSG00000226725,0,0,0,0,0,0
ENSG00000226726,0,0,0,0,0,0
ENSG00000226729,0,0,0,0,0,0
ENSG00000226733,0,0,0,0,0,0
ENSG00000226734,0,0,0,0,0,0
ENSG00000226739,0,0,0,0,0,0
ENSG00000226741,1,7,0,5,1,13
ENSG00000226742,248,488,206,322,212,852
ENSG00000226744,0,0,0,0,0,0
ENSG00000226745,0,0,0,0,0,0
ENSG00000226746,0,0,0,0,0,0
ENSG00000226747,17,3,16,3,9,0
ENSG00000226750,0,0,0,0,0,0
ENSG00000226751,2,14,1,6,6,7
ENSG00000226752,579,353,215,243,788,262
ENSG00000226753,0,0,0,0,0,0
ENSG00000226754,7,6,4,2,10,5
ENSG00000226755,0,1,0,0,0,0
ENSG00000226756,0,1,0,1,0,0
ENSG00000226757,0,0,0,0,0,0
ENSG00000226758,0,0,0,0,0,0
ENSG00000226759,0,0,0,0,0,0
ENSG00000226761,1,0,0,0,1,0
ENSG00000226762,0,0,1,0,0,3
ENSG00000226763,3,8,3,3,4,4
ENSG00000226764,0,0,0,0,0,0
ENSG00000226765,0,0,0,0,0,0
ENSG00000226766,0,0,0,0,0,0
ENSG00000226767,0,0,0,0,0,0
ENSG00000226769,0,0,0,0,0,0
ENSG00000226770,0,0,0,0,0,0
ENSG00000226771,0,0,0,0,0,0
ENSG00000226772,0,0,0,0,0,0
ENSG00000226773,0,0,0,0,0,0
ENSG00000226774,0,0,0,0,6,0
ENSG00000226776,0,0,0,0,0,0
ENSG00000226777,10,104,75,100,175,194
ENSG00000226779,0,0,0,0,0,0
ENSG00000226780,0,0,0,0,0,0
ENSG00000226781,9,4,1,6,4,9
ENSG00000226782,0,1,0,0,0,0
ENSG00000226783,0,1,0,1,1,1
ENSG00000226784,1,0,0,4,0,0
ENSG00000226789,1,0,1,0,0,0
ENSG00000226790,1,0,0,0,0,0
ENSG00000226791,3,16,4,4,10,19
ENSG00000226792,0,0,0,0,0,0
ENSG00000226794,0,0,0,0,0,0
ENSG00000226797,0,0,0,0,0,0
ENSG00000226798,0,0,0,0,0,0
ENSG00000226800,0,1,0,1,3,0
ENSG00000226801,0,0,0,0,0,0
ENSG00000226802,0,0,0,0,0,0
ENSG00000226803,0,0,1,1,1,1
ENSG00000226804,0,0,0,0,0,0
ENSG00000226806,0,3,0,3,1,2
ENSG00000226807,0,0,0,0,0,0
ENSG00000226808,3,5,2,1,2,0
ENSG00000226810,0,0,0,0,0,0
ENSG00000226812,381,48,125,33,117,40
ENSG00000226813,0,0,0,0,0,0
ENSG00000226814,0,0,0,0,0,0
ENSG00000226816,0,5,0,3,7,6
ENSG00000226818,0,0,0,0,0,0
ENSG00000226819,0,0,0,0,0,0
ENSG00000226820,0,0,0,0,0,0
ENSG00000226822,1,2,0,0,0,0
ENSG00000226823,0,0,0,0,1,0
ENSG00000226824,0,0,2,7,2,1
ENSG00000226825,0,0,0,0,0,0
ENSG00000226827,0,0,0,0,0,0
ENSG00000226828,0,0,0,0,0,0
ENSG00000226829,0,0,0,0,0,0
ENSG00000226831,0,0,0,0,0,0
ENSG00000226833,3,6,3,6,9,3
ENSG00000226835,0,0,0,0,0,0
ENSG00000226836,0,0,0,0,0,0
ENSG00000226837,0,0,0,0,0,0
ENSG00000226838,0,0,0,0,0,0
ENSG00000226839,0,0,0,0,0,0
ENSG00000226840,0,0,0,0,0,0
ENSG00000226842,0,0,0,0,0,0
ENSG00000226843,0,0,0,0,0,0
ENSG00000226845,0,0,0,0,4,1
ENSG00000226846,1,0,0,0,1,0
ENSG00000226847,0,0,0,0,0,0
ENSG00000226849,3,2,0,2,9,0
ENSG00000226851,0,0,0,0,0,0
ENSG00000226853,19,3,4,2,8,8
ENSG00000226854,0,0,0,0,0,0
ENSG00000226855,0,0,0,1,0,3
ENSG00000226856,4,0,1,0,2,3
ENSG00000226857,0,0,0,0,0,0
ENSG00000226859,0,0,0,0,0,0
ENSG00000226860,0,0,0,0,0,0
ENSG00000226861,0,0,0,0,0,0
ENSG00000226862,1,1,0,0,1,1
ENSG00000226863,0,0,0,0,0,0
ENSG00000226864,14,11,6,5,11,25
ENSG00000226867,0,0,0,0,0,0
ENSG00000226868,0,0,0,0,0,0
ENSG00000226869,0,0,13,1,1,0
ENSG00000226870,0,0,0,0,0,0
ENSG00000226871,0,0,0,0,0,0
ENSG00000226872,0,0,0,0,0,0
ENSG00000226873,0,0,0,0,0,0
ENSG00000226874,2,0,0,0,1,0
ENSG00000226875,0,0,0,0,0,0
ENSG00000226876,0,0,0,0,0,0
ENSG00000226877,0,0,0,0,0,0
ENSG00000226878,0,0,0,0,0,0
ENSG00000226881,0,0,0,0,0,0
ENSG00000226883,0,0,0,0,0,0
ENSG00000226884,0,0,0,0,0,0
ENSG00000226885,0,0,0,0,0,0
ENSG00000226886,0,0,0,0,0,0
ENSG00000226887,92,7,2,30,24,5
ENSG00000226888,0,0,0,0,0,0
ENSG00000226889,0,0,0,1,0,0
ENSG00000226890,0,0,0,0,0,0
ENSG00000226891,2,2,1,1,16,4
ENSG00000226899,0,0,0,0,0,0
ENSG00000226900,1,0,0,0,0,0
ENSG00000226902,0,0,0,0,0,0
ENSG00000226903,0,0,0,0,0,0
ENSG00000226904,0,2,0,0,0,0
ENSG00000226905,0,0,0,0,0,0
ENSG00000226906,0,0,0,0,0,0
ENSG00000226908,0,0,0,0,0,0
ENSG00000226912,0,0,0,0,0,0
ENSG00000226913,3,0,0,0,0,0
ENSG00000226915,0,0,0,0,0,1
ENSG00000226917,0,0,2,0,0,0
ENSG00000226918,0,0,0,0,1,0
ENSG00000226919,0,0,0,0,0,0
ENSG00000226920,0,0,0,0,0,0
ENSG00000226921,0,0,0,0,0,0
ENSG00000226925,0,0,0,0,0,0
ENSG00000226926,0,0,0,0,0,0
ENSG00000226927,0,0,0,0,0,0
ENSG00000226928,0,0,1,0,0,0
ENSG00000226929,0,0,0,0,0,0
ENSG00000226930,0,0,0,0,0,0
ENSG00000226933,0,0,0,0,0,0
ENSG00000226935,0,0,0,0,0,0
ENSG00000226937,0,0,2,0,1,0
ENSG00000226938,0,0,0,0,0,0
ENSG00000226939,0,0,0,0,0,0
ENSG00000226941,0,0,0,0,0,0
ENSG00000226942,0,3,2,0,5,0
ENSG00000226943,3,1,1,0,0,4
ENSG00000226944,3,0,1,0,3,3
ENSG00000226945,2,0,2,0,0,1
ENSG00000226946,0,0,0,0,0,0
ENSG00000226947,0,0,0,0,0,0
ENSG00000226948,3,6,7,5,6,12
ENSG00000226949,0,0,0,0,0,0
ENSG00000226950,841,806,942,695,748,1672
ENSG00000226952,0,0,0,0,0,0
ENSG00000226953,0,0,1,0,2,2
ENSG00000226954,0,4,0,0,0,0
ENSG00000226955,0,0,0,0,0,0
ENSG00000226956,0,0,0,0,0,0
ENSG00000226957,0,1,0,0,0,0
ENSG00000226960,0,0,0,0,0,0
ENSG00000226961,0,0,0,0,0,3
ENSG00000226962,0,0,0,0,0,0
ENSG00000226963,0,0,2,2,2,0
ENSG00000226964,60,6,3,30,35,13
ENSG00000226965,0,0,0,0,0,0
ENSG00000226967,0,0,0,2,0,0
ENSG00000226968,0,0,0,0,0,0
ENSG00000226969,0,0,0,0,0,0
ENSG00000226970,1,1,0,0,2,1
ENSG00000226971,0,1,2,2,1,1
ENSG00000226972,1,1,2,0,1,1
ENSG00000226973,0,0,0,0,0,0
ENSG00000226975,0,0,0,0,0,0
ENSG00000226976,120,261,194,272,97,681
ENSG00000226977,0,0,1,0,2,0
ENSG00000226978,0,0,0,0,0,0
ENSG00000226979,10,44,3,14,27,7
ENSG00000226981,0,0,0,0,0,0
ENSG00000226982,1,3,1,2,5,3
ENSG00000226983,0,0,0,0,0,0
ENSG00000226984,0,0,0,0,0,0
ENSG00000226985,0,0,0,0,0,0
ENSG00000226986,5,8,7,6,2,20
ENSG00000226987,0,0,0,0,0,0
ENSG00000226989,0,0,0,0,0,0
ENSG00000226990,0,0,0,0,0,0
ENSG00000226991,0,0,0,0,0,0
ENSG00000226992,0,0,0,0,0,0
ENSG00000226994,0,0,0,0,0,0
ENSG00000226995,6,0,2,0,0,0
ENSG00000226996,0,0,0,0,0,0
ENSG00000226998,0,0,0,0,0,0
ENSG00000226999,0,0,0,0,0,0
ENSG00000227000,0,0,0,0,0,0
ENSG00000227001,1,0,5,3,4,0
ENSG00000227002,0,0,0,0,0,0
ENSG00000227004,0,0,0,0,0,0
ENSG00000227006,0,0,7,1,0,0
ENSG00000227007,0,0,0,0,0,0
ENSG00000227008,167,137,244,113,121,355
ENSG00000227009,0,0,0,0,0,0
ENSG00000227011,0,0,0,0,0,0
ENSG00000227012,0,0,0,0,0,0
ENSG00000227013,0,0,0,0,0,0
ENSG00000227014,10,6,0,0,10,6
ENSG00000227015,0,0,0,0,0,0
ENSG00000227016,0,0,0,0,0,0
ENSG00000227017,0,6,0,1,0,3
ENSG00000227018,0,0,0,0,0,0
ENSG00000227019,0,0,0,0,0,0
ENSG00000227021,0,0,0,0,0,0
ENSG00000227023,0,0,0,0,0,0
ENSG00000227028,1,2,1,0,0,1
ENSG00000227029,0,0,0,0,0,0
